Beneficiary_ID,District,Age_Group,Enrollment_Date,Vulnerability_Score
ZHI-13817,Chipinge,15-19,2024-10-19,8
ZHI-13818,Chipinge,15-19,2025-06-07,9
ZHI-13819,Gokwe South,15-19,2025-04-14,7
ZHI-13820,Gokwe South,10-14,2025-04-13,8
ZHI-13821,Gokwe South,20-24,2024-01-31,9
ZHI-13822,Chipinge,10-14,2025-11-09,6
ZHI-13823,Gweru,10-14,2024-02-26,8
ZHI-13824,Gweru,20-24,2024-05-26,4
ZHI-13825,Bulawayo,15-19,2025-09-16,5
ZHI-13826,Gokwe South,15-19,2025-08-14,10
ZHI-13827,Gokwe South,15-19,2025-04-01,7
ZHI-13828,Chipinge,15-19,2025-07-16,7
ZHI-13829,Gweru,10-14,2025-06-05,7
ZHI-13830,Gokwe South,15-19,2025-03-10,10
ZHI-13831,Chipinge,15-19,2024-06-17,10
ZHI-13832,Chipinge,20-24,2025-01-07,8
ZHI-13833,Gokwe South,15-19,2024-06-11,10
ZHI-13834,Gokwe South,20-24,2025-11-06,7
ZHI-13835,Gweru,10-14,2025-12-05,5
ZHI-13836,Mutare,15-19,2024-09-15,7
ZHI-13837,Bulawayo,15-19,2024-08-23,7
ZHI-13838,Mutare,20-24,2025-12-07,2
ZHI-13839,Bubi,10-14,2024-01-12,6
ZHI-13840,Kwekwe,15-19,2024-06-13,8
ZHI-13841,Bulawayo,20-24,2025-12-28,7
ZHI-13842,Gokwe South,10-14,2024-05-27,10
ZHI-13843,Gokwe South,20-24,2025-07-29,7
ZHI-13844,Bulawayo,10-14,2024-04-01,6
ZHI-13845,Bubi,20-24,2025-08-03,9
ZHI-13846,Mutare,20-24,2025-08-08,8
ZHI-13847,Kwekwe,15-19,2025-01-06,6
ZHI-13848,Mazowe,15-19,2025-12-11,3
ZHI-13849,Bulawayo,10-14,2024-07-07,8
ZHI-13850,Gokwe South,20-24,2025-06-24,7
ZHI-13851,Bulawayo,15-19,2025-04-14,6
ZHI-13852,Kwekwe,10-14,2025-06-30,5
ZHI-13853,Mutare,15-19,2024-06-07,5
ZHI-13854,Bubi,15-19,2024-11-04,6
ZHI-13855,Bulawayo,10-14,2025-12-11,4
ZHI-13856,Gokwe South,10-14,2024-07-04,7
ZHI-13857,Kwekwe,10-14,2025-03-04,6
ZHI-13858,Gokwe South,15-19,2024-09-06,9
ZHI-13859,Chipinge,15-19,2025-08-25,6
ZHI-13860,Chipinge,15-19,2024-08-07,8
ZHI-13861,Kwekwe,20-24,2024-10-22,4
ZHI-13862,Gokwe South,20-24,2024-12-28,6
ZHI-13863,Gweru,15-19,2025-02-18,7
ZHI-13864,Bulawayo,10-14,2025-05-18,8
ZHI-13865,Gokwe South,15-19,2024-10-06,7
ZHI-13866,Gokwe South,15-19,2024-08-27,8
ZHI-13867,Bubi,15-19,2024-07-22,10
ZHI-13868,Bubi,15-19,2024-10-06,6
ZHI-13869,Bulawayo,15-19,2025-02-02,8
ZHI-13870,Gokwe South,20-24,2025-11-16,10
ZHI-13871,Bulawayo,10-14,2025-01-21,7
ZHI-13872,Bulawayo,15-19,2024-12-27,3
ZHI-13873,Chipinge,10-14,2024-03-17,6
ZHI-13874,Bulawayo,20-24,2025-09-15,1
ZHI-13875,Gokwe South,10-14,2025-07-15,8
ZHI-13876,Bulawayo,10-14,2024-12-30,2
ZHI-13877,Chipinge,15-19,2025-08-14,6
ZHI-13878,Kwekwe,15-19,2025-10-14,8
ZHI-13879,Gweru,10-14,2024-09-05,3
ZHI-13880,Kwekwe,15-19,2025-12-11,4
ZHI-13881,Mazowe,15-19,2024-06-06,5
ZHI-13882,Mutare,10-14,2024-10-14,1
ZHI-13883,Gweru,15-19,2024-08-31,4
ZHI-13884,Chipinge,20-24,2024-11-17,6
ZHI-13885,Mutare,15-19,2024-02-05,2
ZHI-13886,Mutare,20-24,2025-03-12,7
ZHI-13887,Bubi,15-19,2025-11-02,8
ZHI-13888,Bubi,15-19,2024-06-20,6
ZHI-13889,Gokwe South,10-14,2025-07-29,8
ZHI-13890,Mazowe,10-14,2024-04-23,6
ZHI-13891,Kwekwe,20-24,2024-01-13,1
ZHI-13892,Bubi,20-24,2024-07-21,7
ZHI-13893,Gokwe South,15-19,2025-03-05,7
ZHI-13894,Mazowe,10-14,2025-12-27,7
ZHI-13895,Chipinge,10-14,2025-03-29,9
ZHI-13896,Bulawayo,15-19,2025-03-25,2
ZHI-13897,Chipinge,15-19,2025-07-13,8
ZHI-13898,Kwekwe,10-14,2024-11-20,6
ZHI-13899,Chipinge,20-24,2024-08-17,7
ZHI-13900,Gokwe South,15-19,2024-04-28,6
ZHI-13901,Gokwe South,20-24,2024-06-01,7
ZHI-13902,Mutare,20-24,2024-09-13,6
ZHI-13903,Gweru,20-24,2024-06-27,3
ZHI-13904,Chipinge,15-19,2024-10-22,6
ZHI-13905,Gokwe South,15-19,2025-03-18,9
ZHI-13906,Kwekwe,15-19,2025-10-09,4
ZHI-13907,Gweru,15-19,2024-07-09,4
ZHI-13908,Kwekwe,15-19,2025-01-22,7
ZHI-13909,Gweru,20-24,2025-03-03,1
ZHI-13910,Bulawayo,20-24,2025-05-23,8
ZHI-13911,Gweru,20-24,2025-06-15,4
ZHI-13912,Bulawayo,20-24,2024-09-19,7
ZHI-13913,Mutare,10-14,2024-07-18,2
ZHI-13914,Mutare,10-14,2025-08-15,8
ZHI-13915,Gokwe South,15-19,2025-09-30,6
ZHI-13916,Mazowe,15-19,2025-01-14,1
ZHI-13917,Gweru,20-24,2025-07-16,1
ZHI-13918,Bubi,15-19,2025-05-13,10
ZHI-13919,Chipinge,15-19,2025-07-28,8
ZHI-13920,Mutare,15-19,2025-01-16,5
ZHI-13921,Gokwe South,10-14,2024-12-23,10
ZHI-13922,Mazowe,15-19,2024-05-10,5
ZHI-13923,Gweru,20-24,2025-07-23,3
ZHI-13924,Mutare,10-14,2025-09-09,5
ZHI-13925,Bulawayo,15-19,2024-09-30,4
ZHI-13926,Kwekwe,15-19,2024-05-11,1
ZHI-13927,Bubi,10-14,2024-04-18,6
ZHI-13928,Bubi,10-14,2025-07-13,7
ZHI-13929,Bulawayo,20-24,2025-02-28,6
ZHI-13930,Mutare,15-19,2025-01-14,4
ZHI-13931,Bulawayo,10-14,2024-05-22,3
ZHI-13932,Bubi,10-14,2025-12-13,6
ZHI-13933,Gweru,15-19,2025-11-21,5
ZHI-13934,Gweru,15-19,2025-02-25,8
ZHI-13935,Kwekwe,15-19,2025-05-13,7
ZHI-13936,Gokwe South,10-14,2024-02-15,7
ZHI-13937,Bulawayo,20-24,2025-02-10,2
ZHI-13938,Bulawayo,15-19,2024-01-27,1
ZHI-13939,Gokwe South,15-19,2025-10-13,9
ZHI-13940,Mazowe,15-19,2025-10-19,7
ZHI-13941,Chipinge,15-19,2024-02-27,7
ZHI-13942,Bulawayo,20-24,2025-09-27,8
ZHI-13943,Gokwe South,20-24,2025-06-03,6
ZHI-13944,Bulawayo,15-19,2024-02-07,4
ZHI-13945,Bulawayo,20-24,2025-08-16,1
ZHI-13946,Bubi,20-24,2024-01-05,6
ZHI-13947,Kwekwe,20-24,2024-11-16,4
ZHI-13948,Bulawayo,10-14,2024-04-16,4
ZHI-13949,Gweru,15-19,2025-10-16,4
ZHI-13950,Bulawayo,10-14,2025-05-04,8
ZHI-13951,Chipinge,20-24,2024-06-28,6
ZHI-13952,Mutare,10-14,2024-02-22,2
ZHI-13953,Bulawayo,15-19,2025-07-03,3
ZHI-13954,Gweru,15-19,2024-04-27,3
ZHI-13955,Chipinge,15-19,2024-01-08,6
ZHI-13956,Mutare,15-19,2024-06-18,1
ZHI-13957,Gokwe South,20-24,2025-01-27,7
ZHI-13958,Bulawayo,15-19,2024-12-20,4
ZHI-13959,Bulawayo,20-24,2024-10-16,1
ZHI-13960,Kwekwe,10-14,2024-02-16,7
ZHI-13961,Gokwe South,15-19,2025-04-24,10
ZHI-13962,Bulawayo,15-19,2025-05-10,4
ZHI-13963,Kwekwe,10-14,2025-06-01,7
ZHI-13964,Bulawayo,15-19,2025-12-26,8
ZHI-13965,Mazowe,15-19,2025-04-23,1
ZHI-13966,Gweru,15-19,2025-12-09,5
ZHI-13967,Bulawayo,20-24,2025-01-10,7
ZHI-13968,Kwekwe,15-19,2025-05-27,6
ZHI-13969,Gokwe South,10-14,2025-01-13,7
ZHI-13970,Mutare,10-14,2024-01-13,8
ZHI-13971,Kwekwe,15-19,2024-01-06,5
ZHI-13972,Gweru,10-14,2025-02-17,1
ZHI-13973,Mazowe,10-14,2025-03-04,3
ZHI-13974,Gweru,15-19,2024-11-15,7
ZHI-13975,Mutare,15-19,2024-01-10,1
ZHI-13976,Gokwe South,15-19,2024-01-13,8
ZHI-13977,Kwekwe,20-24,2025-02-15,2
ZHI-13978,Bulawayo,15-19,2025-07-14,2
ZHI-13979,Gokwe South,15-19,2024-08-01,9
ZHI-13980,Chipinge,20-24,2025-02-20,9
ZHI-13981,Chipinge,15-19,2024-08-10,8
ZHI-13982,Gweru,15-19,2024-01-14,3
ZHI-13983,Gweru,15-19,2025-01-25,2
ZHI-13984,Chipinge,10-14,2025-09-23,10
ZHI-13985,Mutare,15-19,2025-06-26,3
ZHI-13986,Bulawayo,15-19,2025-06-07,3
ZHI-13987,Gokwe South,20-24,2024-11-30,10
ZHI-13988,Gweru,20-24,2025-09-18,4
ZHI-13989,Chipinge,15-19,2025-12-30,9
ZHI-13990,Bulawayo,10-14,2025-12-07,3
ZHI-13991,Gweru,10-14,2024-05-19,7
ZHI-13992,Mazowe,15-19,2024-03-24,4
ZHI-13993,Bulawayo,15-19,2025-12-14,4
ZHI-13994,Gokwe South,10-14,2024-03-15,9
ZHI-13995,Gokwe South,15-19,2025-02-11,7
ZHI-13996,Gweru,10-14,2024-04-25,1
ZHI-13997,Gokwe South,20-24,2024-07-06,8
ZHI-13998,Kwekwe,10-14,2024-05-29,8
ZHI-13999,Bulawayo,20-24,2025-04-26,3
ZHI-14000,Kwekwe,20-24,2025-02-12,2
ZHI-14001,Chipinge,15-19,2024-07-15,6
ZHI-14002,Mazowe,20-24,2025-09-25,1
ZHI-14003,Bulawayo,15-19,2024-10-02,2
ZHI-14004,Bulawayo,15-19,2024-07-26,5
ZHI-14005,Gweru,15-19,2025-09-09,5
ZHI-14006,Gokwe South,15-19,2024-11-04,6
ZHI-14007,Gokwe South,15-19,2024-03-02,10
ZHI-14008,Bubi,15-19,2024-10-16,10
ZHI-14009,Bulawayo,15-19,2024-11-11,5
ZHI-14010,Bulawayo,10-14,2024-12-22,1
ZHI-14011,Gokwe South,15-19,2025-03-14,10
ZHI-14012,Bubi,10-14,2024-07-07,8
ZHI-14013,Bulawayo,10-14,2025-06-25,6
ZHI-14014,Bubi,10-14,2024-06-24,6
ZHI-14015,Gweru,10-14,2024-08-20,2
ZHI-14016,Chipinge,10-14,2025-06-15,10
ZHI-14017,Chipinge,20-24,2025-10-05,9
ZHI-14018,Gweru,10-14,2025-10-20,1
ZHI-14019,Gweru,15-19,2024-03-03,7
ZHI-14020,Gokwe South,10-14,2025-05-22,7
ZHI-14021,Gweru,20-24,2025-10-28,6
ZHI-14022,Bubi,15-19,2025-05-19,8
ZHI-14023,Chipinge,15-19,2025-08-12,7
ZHI-14024,Bubi,15-19,2024-01-25,10
ZHI-14025,Chipinge,15-19,2024-03-13,9
ZHI-14026,Gokwe South,15-19,2024-11-10,10
ZHI-14027,Bulawayo,10-14,2024-10-21,2
ZHI-14028,Mazowe,20-24,2024-10-19,1
ZHI-14029,Gokwe South,15-19,2025-03-05,9
ZHI-14030,Bubi,15-19,2025-01-04,9
ZHI-14031,Gweru,20-24,2024-02-13,8
ZHI-14032,Bulawayo,15-19,2025-05-09,8
ZHI-14033,Mutare,20-24,2024-01-08,2
ZHI-14034,Bulawayo,15-19,2025-06-29,6
ZHI-14035,Mutare,20-24,2024-05-13,6
ZHI-14036,Mutare,10-14,2024-03-05,5
ZHI-14037,Mazowe,20-24,2025-01-23,2
ZHI-14038,Bubi,20-24,2025-10-18,9
ZHI-14039,Kwekwe,10-14,2024-12-03,2
ZHI-14040,Chipinge,10-14,2025-05-15,9
ZHI-14041,Gweru,15-19,2025-09-01,7
ZHI-14042,Gokwe South,20-24,2024-09-14,10
ZHI-14043,Kwekwe,10-14,2025-03-15,1
ZHI-14044,Gokwe South,15-19,2025-10-28,6
ZHI-14045,Gokwe South,10-14,2024-03-15,7
ZHI-14046,Gweru,15-19,2025-11-26,4
ZHI-14047,Kwekwe,15-19,2025-02-14,1
ZHI-14048,Chipinge,20-24,2025-12-14,9
ZHI-14049,Gweru,15-19,2024-02-03,5
ZHI-14050,Mutare,20-24,2024-06-27,7
ZHI-14051,Bubi,15-19,2024-06-13,7
ZHI-14052,Chipinge,10-14,2025-12-01,9
ZHI-14053,Kwekwe,15-19,2025-11-05,2
ZHI-14054,Mazowe,15-19,2025-06-21,4
ZHI-14055,Bulawayo,20-24,2025-11-20,7
ZHI-14056,Chipinge,20-24,2025-03-16,9
ZHI-14057,Bulawayo,10-14,2025-01-04,5
ZHI-14058,Chipinge,10-14,2024-07-29,7
ZHI-14059,Mutare,10-14,2024-02-06,8
ZHI-14060,Gweru,20-24,2025-12-18,3
ZHI-14061,Gweru,20-24,2024-02-27,4
ZHI-14062,Mazowe,20-24,2025-06-15,4
ZHI-14063,Gweru,15-19,2025-12-19,6
ZHI-14064,Chipinge,15-19,2024-08-05,6
ZHI-14065,Bulawayo,15-19,2025-11-29,7
ZHI-14066,Bulawayo,10-14,2025-02-25,6
ZHI-14067,Mutare,15-19,2025-03-13,2
ZHI-14068,Bubi,10-14,2025-05-26,8
ZHI-14069,Chipinge,10-14,2024-01-26,10
ZHI-14070,Gweru,20-24,2024-05-19,7
ZHI-14071,Bubi,20-24,2025-12-22,8
ZHI-14072,Kwekwe,15-19,2025-10-22,5
ZHI-14073,Kwekwe,15-19,2024-09-01,3
ZHI-14074,Bubi,15-19,2024-01-13,8
ZHI-14075,Kwekwe,20-24,2024-06-09,6
ZHI-14076,Gokwe South,20-24,2025-03-31,7
ZHI-14077,Gweru,20-24,2024-04-21,6
ZHI-14078,Mazowe,20-24,2025-08-07,1
ZHI-14079,Gweru,10-14,2025-09-29,3
ZHI-14080,Bubi,15-19,2025-07-07,9
ZHI-14081,Gweru,15-19,2025-09-29,4
ZHI-14082,Bubi,15-19,2024-11-05,9
ZHI-14083,Mazowe,20-24,2025-12-22,7
ZHI-14084,Gweru,15-19,2024-02-29,1
ZHI-14085,Bulawayo,10-14,2024-08-20,6
ZHI-14086,Bulawayo,15-19,2024-05-06,3
ZHI-14087,Kwekwe,20-24,2025-03-14,5
ZHI-14088,Chipinge,10-14,2024-07-05,10
ZHI-14089,Bulawayo,15-19,2025-03-16,7
ZHI-14090,Mazowe,15-19,2025-10-10,2
ZHI-14091,Gweru,10-14,2025-10-21,1
ZHI-14092,Gokwe South,15-19,2024-10-29,8
ZHI-14093,Mutare,20-24,2025-06-09,6
ZHI-14094,Gweru,15-19,2025-11-27,4
ZHI-14095,Gokwe South,20-24,2025-02-23,6
ZHI-14096,Bulawayo,10-14,2024-09-14,1
ZHI-14097,Bulawayo,10-14,2024-10-25,3
ZHI-14098,Gweru,20-24,2025-08-09,7
ZHI-14099,Bulawayo,15-19,2025-07-28,6
ZHI-14100,Bubi,15-19,2024-04-18,7
ZHI-14101,Gokwe South,20-24,2025-09-05,7
ZHI-14102,Kwekwe,15-19,2025-06-19,8
ZHI-14103,Bulawayo,20-24,2025-07-16,2
ZHI-14104,Gweru,10-14,2024-03-01,4
ZHI-14105,Bubi,10-14,2025-01-23,9
ZHI-14106,Mutare,10-14,2025-08-02,8
ZHI-14107,Bulawayo,20-24,2024-09-25,3
ZHI-14108,Chipinge,10-14,2024-02-11,7
ZHI-14109,Kwekwe,20-24,2024-03-16,3
ZHI-14110,Kwekwe,20-24,2024-12-05,2
ZHI-14111,Kwekwe,15-19,2024-06-29,1
ZHI-14112,Bulawayo,15-19,2025-10-13,5
ZHI-14113,Bulawayo,15-19,2024-02-29,5
ZHI-14114,Kwekwe,15-19,2024-09-21,2
ZHI-14115,Gweru,15-19,2025-04-15,3
ZHI-14116,Mutare,15-19,2025-08-20,8
ZHI-14117,Gokwe South,20-24,2025-04-21,9
ZHI-14118,Bulawayo,20-24,2025-04-07,6
ZHI-14119,Mazowe,20-24,2024-11-04,2
ZHI-14120,Gweru,20-24,2025-08-23,2
ZHI-14121,Kwekwe,15-19,2024-09-10,6
ZHI-14122,Bubi,15-19,2024-01-24,9
ZHI-14123,Mutare,20-24,2025-05-07,2
ZHI-14124,Mazowe,15-19,2024-07-31,1
ZHI-14125,Bubi,20-24,2025-08-31,9
ZHI-14126,Bubi,15-19,2024-12-15,6
ZHI-14127,Mutare,15-19,2025-01-16,5
ZHI-14128,Gweru,20-24,2024-06-26,6
ZHI-14129,Bulawayo,20-24,2024-10-03,4
ZHI-14130,Gweru,10-14,2025-03-05,7
ZHI-14131,Gweru,20-24,2024-10-18,4
ZHI-14132,Bubi,15-19,2024-12-01,8
ZHI-14133,Bubi,10-14,2024-05-24,8
ZHI-14134,Kwekwe,20-24,2025-06-11,6
ZHI-14135,Bulawayo,15-19,2025-03-31,7
ZHI-14136,Mazowe,15-19,2025-05-28,4
ZHI-14137,Gweru,15-19,2024-10-22,8
ZHI-14138,Bubi,15-19,2024-03-07,10
ZHI-14139,Kwekwe,15-19,2025-08-22,7
ZHI-14140,Gweru,15-19,2025-04-25,2
ZHI-14141,Bulawayo,10-14,2024-08-17,6
ZHI-14142,Bulawayo,20-24,2025-09-11,8
ZHI-14143,Chipinge,15-19,2024-07-10,8
ZHI-14144,Mutare,20-24,2025-07-07,5
ZHI-14145,Bubi,15-19,2024-02-27,10
ZHI-14146,Bulawayo,15-19,2024-03-04,6
ZHI-14147,Gokwe South,15-19,2024-07-27,8
ZHI-14148,Mazowe,15-19,2024-04-29,2
ZHI-14149,Mazowe,15-19,2024-10-22,8
ZHI-14150,Bulawayo,15-19,2025-07-06,3
ZHI-14151,Bulawayo,15-19,2025-08-31,6
ZHI-14152,Mazowe,10-14,2025-05-07,5
ZHI-14153,Gokwe South,15-19,2024-04-29,6
ZHI-14154,Gweru,10-14,2025-07-28,3
ZHI-14155,Bulawayo,10-14,2024-10-29,5
ZHI-14156,Kwekwe,20-24,2024-09-02,7
ZHI-14157,Chipinge,15-19,2024-10-07,8
ZHI-14158,Mutare,15-19,2024-03-23,6
ZHI-14159,Kwekwe,15-19,2024-03-12,7
ZHI-14160,Kwekwe,20-24,2024-01-05,5
ZHI-14161,Bulawayo,15-19,2024-08-27,8
ZHI-14162,Kwekwe,20-24,2024-12-11,2
ZHI-14163,Gokwe South,15-19,2024-10-06,10
ZHI-14164,Kwekwe,20-24,2025-08-14,7
ZHI-14165,Gokwe South,20-24,2024-07-28,9
ZHI-14166,Gweru,20-24,2024-03-20,1
ZHI-14167,Bulawayo,10-14,2024-04-12,6
ZHI-14168,Gweru,10-14,2024-03-08,5
ZHI-14169,Bulawayo,10-14,2024-05-25,7
ZHI-14170,Bulawayo,10-14,2024-11-30,6
ZHI-14171,Mutare,20-24,2024-12-14,3
ZHI-14172,Gokwe South,10-14,2025-03-08,8
ZHI-14173,Kwekwe,10-14,2025-03-06,5
ZHI-14174,Chipinge,10-14,2025-02-02,9
ZHI-14175,Mutare,10-14,2024-11-12,7
ZHI-14176,Kwekwe,10-14,2024-03-21,5
ZHI-14177,Chipinge,20-24,2024-01-21,7
ZHI-14178,Gweru,15-19,2024-03-10,4
ZHI-14179,Gweru,10-14,2024-10-01,7
ZHI-14180,Gokwe South,15-19,2025-03-06,10
ZHI-14181,Bubi,15-19,2024-03-13,6
ZHI-14182,Bubi,10-14,2025-04-08,9
ZHI-14183,Gweru,15-19,2025-04-09,5
ZHI-14184,Bulawayo,20-24,2025-09-01,1
ZHI-14185,Bubi,20-24,2024-09-08,10
ZHI-14186,Bulawayo,20-24,2025-11-01,2
ZHI-14187,Kwekwe,10-14,2024-10-26,3
ZHI-14188,Bubi,20-24,2024-01-10,10
ZHI-14189,Mazowe,20-24,2024-08-14,4
ZHI-14190,Mazowe,20-24,2024-11-17,5
ZHI-14191,Chipinge,10-14,2024-10-28,10
ZHI-14192,Gokwe South,20-24,2025-08-28,10
ZHI-14193,Mazowe,20-24,2024-03-06,8
ZHI-14194,Kwekwe,20-24,2025-07-17,7
ZHI-14195,Bulawayo,10-14,2025-11-30,5
ZHI-14196,Bulawayo,20-24,2025-03-10,7
ZHI-14197,Gweru,20-24,2025-12-04,4
ZHI-14198,Gokwe South,15-19,2024-07-07,9
ZHI-14199,Kwekwe,15-19,2025-03-20,5
ZHI-14200,Chipinge,20-24,2025-02-08,8
ZHI-14201,Bulawayo,15-19,2024-05-11,5
ZHI-14202,Bulawayo,15-19,2025-06-16,6
ZHI-14203,Mutare,15-19,2024-10-22,6
ZHI-14204,Bulawayo,20-24,2024-05-11,4
ZHI-14205,Gokwe South,10-14,2024-04-17,7
ZHI-14206,Kwekwe,15-19,2024-07-27,5
ZHI-14207,Kwekwe,15-19,2024-08-21,5
ZHI-14208,Bulawayo,20-24,2024-07-27,5
ZHI-14209,Bulawayo,15-19,2025-01-18,5
ZHI-14210,Bulawayo,20-24,2024-04-23,1
ZHI-14211,Kwekwe,20-24,2024-02-19,5
ZHI-14212,Kwekwe,10-14,2024-05-09,8
ZHI-14213,Gweru,15-19,2024-12-03,7
ZHI-14214,Bubi,10-14,2024-08-02,9
ZHI-14215,Chipinge,15-19,2024-11-23,9
ZHI-14216,Bulawayo,15-19,2024-08-20,1
ZHI-14217,Gokwe South,20-24,2025-01-11,10
ZHI-14218,Bubi,20-24,2025-08-30,8
ZHI-14219,Gweru,10-14,2024-02-29,7
ZHI-14220,Gweru,10-14,2024-10-07,5
ZHI-14221,Kwekwe,15-19,2024-07-14,4
ZHI-14222,Chipinge,15-19,2024-07-10,7
ZHI-14223,Chipinge,10-14,2025-07-13,7
ZHI-14224,Kwekwe,20-24,2025-04-30,3
ZHI-14225,Mazowe,20-24,2025-01-20,5
ZHI-14226,Gokwe South,15-19,2025-04-06,6
ZHI-14227,Bubi,20-24,2025-04-23,10
ZHI-14228,Gokwe South,15-19,2024-05-31,8
ZHI-14229,Bulawayo,20-24,2024-12-21,3
ZHI-14230,Mazowe,15-19,2024-03-24,6
ZHI-14231,Kwekwe,10-14,2024-04-15,3
ZHI-14232,Gokwe South,20-24,2024-08-24,7
ZHI-14233,Mutare,15-19,2024-01-06,6
ZHI-14234,Bulawayo,20-24,2024-11-03,5
ZHI-14235,Gweru,15-19,2024-09-15,7
ZHI-14236,Bulawayo,10-14,2025-10-15,5
ZHI-14237,Mazowe,10-14,2025-04-26,1
ZHI-14238,Mazowe,15-19,2024-10-22,3
ZHI-14239,Gweru,15-19,2025-09-16,3
ZHI-14240,Bubi,15-19,2025-10-31,9
ZHI-14241,Gokwe South,15-19,2024-09-12,9
ZHI-14242,Mazowe,15-19,2024-12-07,6
ZHI-14243,Gokwe South,20-24,2024-09-16,7
ZHI-14244,Gokwe South,15-19,2024-11-30,10
ZHI-14245,Mutare,20-24,2025-09-25,1
ZHI-14246,Gweru,15-19,2025-10-01,7
ZHI-14247,Bulawayo,15-19,2025-10-29,6
ZHI-14248,Kwekwe,10-14,2025-05-20,6
ZHI-14249,Mutare,15-19,2025-04-06,6
ZHI-14250,Gokwe South,10-14,2024-04-15,6
ZHI-14251,Bulawayo,15-19,2024-08-21,3
ZHI-14252,Gweru,10-14,2024-09-06,1
ZHI-14253,Kwekwe,15-19,2025-04-13,8
ZHI-14254,Bulawayo,20-24,2025-06-24,8
ZHI-14255,Bubi,15-19,2024-06-05,8
ZHI-14256,Mutare,10-14,2025-01-07,8
ZHI-14257,Gokwe South,10-14,2024-09-01,10
ZHI-14258,Gokwe South,20-24,2024-05-17,6
ZHI-14259,Gokwe South,10-14,2024-11-05,8
ZHI-14260,Bulawayo,15-19,2024-09-04,5
ZHI-14261,Chipinge,15-19,2024-08-14,10
ZHI-14262,Gokwe South,15-19,2025-07-24,8
ZHI-14263,Gokwe South,15-19,2025-06-23,8
ZHI-14264,Bubi,20-24,2025-05-06,7
ZHI-14265,Gokwe South,10-14,2025-01-16,10
ZHI-14266,Bubi,10-14,2025-03-23,8
ZHI-14267,Bulawayo,10-14,2025-08-30,5
ZHI-14268,Chipinge,10-14,2024-07-07,6
ZHI-14269,Mutare,10-14,2024-09-10,7
ZHI-14270,Bubi,15-19,2024-10-19,9
ZHI-14271,Mutare,15-19,2024-08-05,8
ZHI-14272,Bulawayo,15-19,2025-09-26,4
ZHI-14273,Gokwe South,15-19,2025-09-02,8
ZHI-14274,Kwekwe,20-24,2024-11-01,3
ZHI-14275,Kwekwe,15-19,2024-10-10,8
ZHI-14276,Gokwe South,10-14,2024-03-29,10
ZHI-14277,Gweru,15-19,2025-12-24,8
ZHI-14278,Bulawayo,10-14,2025-03-13,6
ZHI-14279,Gokwe South,10-14,2024-06-04,8
ZHI-14280,Bulawayo,15-19,2025-04-04,8
ZHI-14281,Mazowe,20-24,2025-02-27,5
ZHI-14282,Gweru,20-24,2024-05-19,3
ZHI-14283,Bulawayo,10-14,2025-06-13,5
ZHI-14284,Kwekwe,20-24,2025-08-19,8
ZHI-14285,Kwekwe,20-24,2025-03-03,3
ZHI-14286,Chipinge,15-19,2024-01-21,7
ZHI-14287,Kwekwe,20-24,2025-07-18,7
ZHI-14288,Gweru,15-19,2024-12-24,5
ZHI-14289,Chipinge,10-14,2025-07-04,7
ZHI-14290,Kwekwe,15-19,2024-06-11,2
ZHI-14291,Bulawayo,15-19,2024-12-06,2
ZHI-14292,Kwekwe,15-19,2025-09-11,2
ZHI-14293,Mutare,15-19,2024-08-14,1
ZHI-14294,Gokwe South,20-24,2025-10-07,9
ZHI-14295,Gweru,20-24,2025-06-22,1
ZHI-14296,Bulawayo,20-24,2024-02-23,8
ZHI-14297,Bulawayo,20-24,2025-09-28,3
ZHI-14298,Gokwe South,20-24,2025-10-20,8
ZHI-14299,Kwekwe,10-14,2025-09-10,6
ZHI-14300,Bulawayo,10-14,2025-09-09,4
ZHI-14301,Mutare,15-19,2024-11-13,4
ZHI-14302,Mazowe,20-24,2025-06-06,4
ZHI-14303,Kwekwe,15-19,2025-01-22,2
ZHI-14304,Chipinge,20-24,2024-04-18,6
ZHI-14305,Bulawayo,10-14,2025-05-06,8
ZHI-14306,Gokwe South,10-14,2024-08-23,8
ZHI-14307,Bubi,20-24,2024-07-06,6
ZHI-14308,Chipinge,10-14,2024-07-15,6
ZHI-14309,Mazowe,15-19,2025-05-26,1
ZHI-14310,Gweru,10-14,2024-04-29,4
ZHI-14311,Mutare,15-19,2025-07-09,6
ZHI-14312,Bulawayo,20-24,2024-11-24,6
ZHI-14313,Chipinge,15-19,2025-09-04,9
ZHI-14314,Mutare,15-19,2024-10-19,3
ZHI-14315,Bulawayo,10-14,2024-02-27,3
ZHI-14316,Mazowe,20-24,2024-12-14,3
ZHI-14317,Bulawayo,15-19,2025-04-09,8
ZHI-14318,Gokwe South,15-19,2025-01-07,6
ZHI-14319,Kwekwe,20-24,2025-03-28,4
ZHI-14320,Kwekwe,10-14,2024-11-07,2
ZHI-14321,Mutare,20-24,2025-02-19,1
ZHI-14322,Bubi,15-19,2025-01-28,10
ZHI-14323,Gokwe South,15-19,2025-12-18,6
ZHI-14324,Chipinge,10-14,2025-12-15,9
ZHI-14325,Mutare,20-24,2025-11-06,5
ZHI-14326,Bulawayo,20-24,2025-06-21,7
ZHI-14327,Mutare,10-14,2024-11-20,8
ZHI-14328,Bulawayo,15-19,2025-02-26,1
ZHI-14329,Chipinge,20-24,2024-01-29,9
ZHI-14330,Gweru,15-19,2025-09-06,4
